full_text,bigrams,trigrams
"['patrick', 'kluivert', 'nilai', 'fokus', 'hilang', 'jadi', 'sebab', 'utama', 'kalah', 'timnas', 'lawan', 'arab', 'saudi', 'laga', 'perdana', 'grup', 'kalifikasi', 'piala', 'dunia', 'meski', 'sempat', 'tampil', 'janji', 'awal', 'tanding', 'timnasindonesia', 'wcq']","['patrick kluivert', 'kluivert nilai', 'nilai fokus', 'fokus hilang', 'hilang jadi', 'jadi sebab', 'sebab utama', 'utama kalah', 'kalah timnas', 'timnas lawan', 'lawan arab', 'arab saudi', 'saudi laga', 'laga perdana', 'perdana grup', 'grup kalifikasi', 'kalifikasi piala', 'piala dunia', 'dunia meski', 'meski sempat', 'sempat tampil', 'tampil janji', 'janji awal', 'awal tanding', 'tanding timnasindonesia', 'timnasindonesia wcq']","['patrick kluivert nilai', 'kluivert nilai fokus', 'nilai fokus hilang', 'fokus hilang jadi', 'hilang jadi sebab', 'jadi sebab utama', 'sebab utama kalah', 'utama kalah timnas', 'kalah timnas lawan', 'timnas lawan arab', 'lawan arab saudi', 'arab saudi laga', 'saudi laga perdana', 'laga perdana grup', 'perdana grup kalifikasi', 'grup kalifikasi piala', 'kalifikasi piala dunia', 'piala dunia meski', 'dunia meski sempat', 'meski sempat tampil', 'sempat tampil janji', 'tampil janji awal', 'janji awal tanding', 'awal tanding timnasindonesia', 'tanding timnasindonesia wcq']"
"['arab', 'saudi', 'main', 'main', 'lawan', 'timnas', 'indonesia', 'ronde', 'kualifikasi', 'piala', 'dunia', 'usai', 'salah', 'satu', 'main', 'terima', 'kartu', 'kuning', 'meski', 'tim', 'tuan', 'rumah', 'tetap', 'menang']","['arab saudi', 'saudi main', 'main main', 'main lawan', 'lawan timnas', 'timnas indonesia', 'indonesia ronde', 'ronde kualifikasi', 'kualifikasi piala', 'piala dunia', 'dunia usai', 'usai salah', 'salah satu', 'satu main', 'main terima', 'terima kartu', 'kartu kuning', 'kuning meski', 'meski tim', 'tim tuan', 'tuan rumah', 'rumah tetap', 'tetap menang']","['arab saudi main', 'saudi main main', 'main main lawan', 'main lawan timnas', 'lawan timnas indonesia', 'timnas indonesia ronde', 'indonesia ronde kualifikasi', 'ronde kualifikasi piala', 'kualifikasi piala dunia', 'piala dunia usai', 'dunia usai salah', 'usai salah satu', 'salah satu main', 'satu main terima', 'main terima kartu', 'terima kartu kuning', 'kartu kuning meski', 'kuning meski tim', 'meski tim tuan', 'tim tuan rumah', 'tuan rumah tetap', 'rumah tetap menang']"
"['rizky', 'ridho', 'jay', 'idzes', 'amp', 'justin', 'hubner', 'trio', 'jantung', 'tahan', 'timnas', 'indonesia', 'timnasday']","['rizky ridho', 'ridho jay', 'jay idzes', 'idzes amp', 'amp justin', 'justin hubner', 'hubner trio', 'trio jantung', 'jantung tahan', 'tahan timnas', 'timnas indonesia', 'indonesia timnasday']","['rizky ridho jay', 'ridho jay idzes', 'jay idzes amp', 'idzes amp justin', 'amp justin hubner', 'justin hubner trio', 'hubner trio jantung', 'trio jantung tahan', 'jantung tahan timnas', 'tahan timnas indonesia', 'timnas indonesia timnasday']"
"['jennifer', 'coppen', 'curhat', 'sulit', 'masuk', 'stadion', 'dukung', 'timnas', 'indonesia', 'sempat', 'diputarputarkan', 'hingga', 'jam']","['jennifer coppen', 'coppen curhat', 'curhat sulit', 'sulit masuk', 'masuk stadion', 'stadion dukung', 'dukung timnas', 'timnas indonesia', 'indonesia sempat', 'sempat diputarputarkan', 'diputarputarkan hingga', 'hingga jam']","['jennifer coppen curhat', 'coppen curhat sulit', 'curhat sulit masuk', 'sulit masuk stadion', 'masuk stadion dukung', 'stadion dukung timnas', 'dukung timnas indonesia', 'timnas indonesia sempat', 'indonesia sempat diputarputarkan', 'sempat diputarputarkan hingga', 'diputarputarkan hingga jam']"
"['salah', 'timnas', 'indonesia', 'aku', 'patrick', 'kluivert']","['salah timnas', 'timnas indonesia', 'indonesia aku', 'aku patrick', 'patrick kluivert']","['salah timnas indonesia', 'timnas indonesia aku', 'indonesia aku patrick', 'aku patrick kluivert']"
"['menteri', 'luar', 'negeri', 'menlu', 'belanda', 'david', 'van', 'weel', 'minta', 'maaf', 'cinta', 'sepak', 'bola', 'indonesia', 'usai', 'timnas', 'indonesia', 'asuh', 'latih', 'asal', 'belanda', 'patrick', 'kluivert', 'kalah', 'arab', 'saudi', 'kualifikasi', 'piala', 'dunia', 'orang', 'belanda', 'sangat']","['menteri luar', 'luar negeri', 'negeri menlu', 'menlu belanda', 'belanda david', 'david van', 'van weel', 'weel minta', 'minta maaf', 'maaf cinta', 'cinta sepak', 'sepak bola', 'bola indonesia', 'indonesia usai', 'usai timnas', 'timnas indonesia', 'indonesia asuh', 'asuh latih', 'latih asal', 'asal belanda', 'belanda patrick', 'patrick kluivert', 'kluivert kalah', 'kalah arab', 'arab saudi', 'saudi kualifikasi', 'kualifikasi piala', 'piala dunia', 'dunia orang', 'orang belanda', 'belanda sangat']","['menteri luar negeri', 'luar negeri menlu', 'negeri menlu belanda', 'menlu belanda david', 'belanda david van', 'david van weel', 'van weel minta', 'weel minta maaf', 'minta maaf cinta', 'maaf cinta sepak', 'cinta sepak bola', 'sepak bola indonesia', 'bola indonesia usai', 'indonesia usai timnas', 'usai timnas indonesia', 'timnas indonesia asuh', 'indonesia asuh latih', 'asuh latih asal', 'latih asal belanda', 'asal belanda patrick', 'belanda patrick kluivert', 'patrick kluivert kalah', 'kluivert kalah arab', 'kalah arab saudi', 'arab saudi kualifikasi', 'saudi kualifikasi piala', 'kualifikasi piala dunia', 'piala dunia orang', 'dunia orang belanda', 'orang belanda sangat']"
"['indonesia', 'gagal', 'masuk', 'piala', 'dunia', 'semua', 'urus', 'pssi', 'all', 'out']","['indonesia gagal', 'gagal masuk', 'masuk piala', 'piala dunia', 'dunia semua', 'semua urus', 'urus pssi', 'pssi all', 'all out']","['indonesia gagal masuk', 'gagal masuk piala', 'masuk piala dunia', 'piala dunia semua', 'dunia semua urus', 'semua urus pssi', 'urus pssi all', 'pssi all out']"
"['klasemen', 'grup', 'tempat', 'arab', 'saudi', 'puncak', 'tiga', 'poin', 'selisih', 'gol', 'ikut', 'irak', 'indonesia', 'samasama', 'koleksi', 'poin']","['klasemen grup', 'grup tempat', 'tempat arab', 'arab saudi', 'saudi puncak', 'puncak tiga', 'tiga poin', 'poin selisih', 'selisih gol', 'gol ikut', 'ikut irak', 'irak indonesia', 'indonesia samasama', 'samasama koleksi', 'koleksi poin']","['klasemen grup tempat', 'grup tempat arab', 'tempat arab saudi', 'arab saudi puncak', 'saudi puncak tiga', 'puncak tiga poin', 'tiga poin selisih', 'poin selisih gol', 'selisih gol ikut', 'gol ikut irak', 'ikut irak indonesia', 'irak indonesia samasama', 'indonesia samasama koleksi', 'samasama koleksi poin']"
"['kiper', 'timnas', 'indonesia', 'maarten', 'paes', 'salah', 'satu', 'sosok', 'tarik', 'perhati', 'dunia', 'sepak', 'bola', 'tanah', 'air', 'viral', 'tanding', 'lawan', 'arab', 'saudi']","['kiper timnas', 'timnas indonesia', 'indonesia maarten', 'maarten paes', 'paes salah', 'salah satu', 'satu sosok', 'sosok tarik', 'tarik perhati', 'perhati dunia', 'dunia sepak', 'sepak bola', 'bola tanah', 'tanah air', 'air viral', 'viral tanding', 'tanding lawan', 'lawan arab', 'arab saudi']","['kiper timnas indonesia', 'timnas indonesia maarten', 'indonesia maarten paes', 'maarten paes salah', 'paes salah satu', 'salah satu sosok', 'satu sosok tarik', 'sosok tarik perhati', 'tarik perhati dunia', 'perhati dunia sepak', 'dunia sepak bola', 'sepak bola tanah', 'bola tanah air', 'tanah air viral', 'air viral tanding', 'viral tanding lawan', 'tanding lawan arab', 'lawan arab saudi']"
"['timnas', 'indonesia', 'peluang', 'syarat', 'lolos', 'langsung', 'piala', 'dunia', 'meski', 'kalah', 'arab', 'saudi']","['timnas indonesia', 'indonesia peluang', 'peluang syarat', 'syarat lolos', 'lolos langsung', 'langsung piala', 'piala dunia', 'dunia meski', 'meski kalah', 'kalah arab', 'arab saudi']","['timnas indonesia peluang', 'indonesia peluang syarat', 'peluang syarat lolos', 'syarat lolos langsung', 'lolos langsung piala', 'langsung piala dunia', 'piala dunia meski', 'dunia meski kalah', 'meski kalah arab', 'kalah arab saudi']"
"['tiga', 'gol', 'arab', 'saudi', 'hancur', 'timnas', 'indonesia', 'garuda', 'kalah', 'irak']","['tiga gol', 'gol arab', 'arab saudi', 'saudi hancur', 'hancur timnas', 'timnas indonesia', 'indonesia garuda', 'garuda kalah', 'kalah irak']","['tiga gol arab', 'gol arab saudi', 'arab saudi hancur', 'saudi hancur timnas', 'hancur timnas indonesia', 'timnas indonesia garuda', 'indonesia garuda kalah', 'garuda kalah irak']"
"['herve', 'renard', 'puas', 'arab', 'saudi', 'menang', 'atas', 'timnas', 'indonesia']","['herve renard', 'renard puas', 'puas arab', 'arab saudi', 'saudi menang', 'menang atas', 'atas timnas', 'timnas indonesia']","['herve renard puas', 'renard puas arab', 'puas arab saudi', 'arab saudi menang', 'saudi menang atas', 'menang atas timnas', 'atas timnas indonesia']"
"['orang', 'ngomongin', 'timnas', 'kamu', 'bawa', 'klub', 'sudah', 'bener', 'timnas', 'kamu', 'tuh', 'klub', 'pake', 'sekarang', 'dukung', 'timnas', 'indonesia', 'segala', 'kamu', 'tuh', 'sebenernya', 'fomo']","['orang ngomongin', 'ngomongin timnas', 'timnas kamu', 'kamu bawa', 'bawa klub', 'klub sudah', 'sudah bener', 'bener timnas', 'timnas kamu', 'kamu tuh', 'tuh klub', 'klub pake', 'pake sekarang', 'sekarang dukung', 'dukung timnas', 'timnas indonesia', 'indonesia segala', 'segala kamu', 'kamu tuh', 'tuh sebenernya', 'sebenernya fomo']","['orang ngomongin timnas', 'ngomongin timnas kamu', 'timnas kamu bawa', 'kamu bawa klub', 'bawa klub sudah', 'klub sudah bener', 'sudah bener timnas', 'bener timnas kamu', 'timnas kamu tuh', 'kamu tuh klub', 'tuh klub pake', 'klub pake sekarang', 'pake sekarang dukung', 'sekarang dukung timnas', 'dukung timnas indonesia', 'timnas indonesia segala', 'indonesia segala kamu', 'segala kamu tuh', 'kamu tuh sebenernya', 'tuh sebenernya fomo']"
"['tanggung', 'jawab', 'jangan', 'bisa', 'cari', 'benar', 'atas', 'gagal', 'timnas', 'garuda', 'indonesia']","['tanggung jawab', 'jawab jangan', 'jangan bisa', 'bisa cari', 'cari benar', 'benar atas', 'atas gagal', 'gagal timnas', 'timnas garuda', 'garuda indonesia']","['tanggung jawab jangan', 'jawab jangan bisa', 'jangan bisa cari', 'bisa cari benar', 'cari benar atas', 'benar atas gagal', 'atas gagal timnas', 'gagal timnas garuda', 'timnas garuda indonesia']"
"['timnas', 'indonesia', 'punya', 'peluang', 'lolos', 'piala', 'dunia', 'begini', 'skenario']","['timnas indonesia', 'indonesia punya', 'punya peluang', 'peluang lolos', 'lolos piala', 'piala dunia', 'dunia begini', 'begini skenario']","['timnas indonesia punya', 'indonesia punya peluang', 'punya peluang lolos', 'peluang lolos piala', 'lolos piala dunia', 'piala dunia begini', 'dunia begini skenario']"
"['takdir', 'buruk', 'hindar', 'kalau', 'ajar', 'agama', 'islam', 'niat', 'giveaway', 'laku', 'twit', 'bawah', 'sebut', 'nazar', 'doa', 'janji', 'laku', 'doa', 'kabul', 'doa', 'timnas', 'indonesia', 'menang', 'menang']","['takdir buruk', 'buruk hindar', 'hindar kalau', 'kalau ajar', 'ajar agama', 'agama islam', 'islam niat', 'niat giveaway', 'giveaway laku', 'laku twit', 'twit bawah', 'bawah sebut', 'sebut nazar', 'nazar doa', 'doa janji', 'janji laku', 'laku doa', 'doa kabul', 'kabul doa', 'doa timnas', 'timnas indonesia', 'indonesia menang', 'menang menang']","['takdir buruk hindar', 'buruk hindar kalau', 'hindar kalau ajar', 'kalau ajar agama', 'ajar agama islam', 'agama islam niat', 'islam niat giveaway', 'niat giveaway laku', 'giveaway laku twit', 'laku twit bawah', 'twit bawah sebut', 'bawah sebut nazar', 'sebut nazar doa', 'nazar doa janji', 'doa janji laku', 'janji laku doa', 'laku doa kabul', 'doa kabul doa', 'kabul doa timnas', 'doa timnas indonesia', 'timnas indonesia menang', 'indonesia menang menang']"
"['timnas', 'indonesia', 'tel', 'kalah', 'tipis', 'arab', 'saudi', 'lanjut', 'kualifikasi', 'piala', 'dunia', 'cuma', 'hasil', 'jadi', 'sorot', 'latih', 'patrick', 'kluivert', 'kapten', 'marc', 'klok', 'jadi', 'sasar', 'kritik', 'warganet', 'media', 'sosial', 'gtgt']","['timnas indonesia', 'indonesia tel', 'tel kalah', 'kalah tipis', 'tipis arab', 'arab saudi', 'saudi lanjut', 'lanjut kualifikasi', 'kualifikasi piala', 'piala dunia', 'dunia cuma', 'cuma hasil', 'hasil jadi', 'jadi sorot', 'sorot latih', 'latih patrick', 'patrick kluivert', 'kluivert kapten', 'kapten marc', 'marc klok', 'klok jadi', 'jadi sasar', 'sasar kritik', 'kritik warganet', 'warganet media', 'media sosial', 'sosial gtgt']","['timnas indonesia tel', 'indonesia tel kalah', 'tel kalah tipis', 'kalah tipis arab', 'tipis arab saudi', 'arab saudi lanjut', 'saudi lanjut kualifikasi', 'lanjut kualifikasi piala', 'kualifikasi piala dunia', 'piala dunia cuma', 'dunia cuma hasil', 'cuma hasil jadi', 'hasil jadi sorot', 'jadi sorot latih', 'sorot latih patrick', 'latih patrick kluivert', 'patrick kluivert kapten', 'kluivert kapten marc', 'kapten marc klok', 'marc klok jadi', 'klok jadi sasar', 'jadi sasar kritik', 'sasar kritik warganet', 'kritik warganet media', 'warganet media sosial', 'media sosial gtgt']"
"['breaking', 'pbvsi', 'resmi', 'panggil', 'beberapa', 'main', 'latih', 'timnas', 'voli', 'putra', 'putri', 'indonesia', 'jalan', 'pusat', 'latih', 'medan', 'siap', 'sea', 'games', 'thailand', 'indonesianvolleyball']","['breaking pbvsi', 'pbvsi resmi', 'resmi panggil', 'panggil beberapa', 'beberapa main', 'main latih', 'latih timnas', 'timnas voli', 'voli putra', 'putra putri', 'putri indonesia', 'indonesia jalan', 'jalan pusat', 'pusat latih', 'latih medan', 'medan siap', 'siap sea', 'sea games', 'games thailand', 'thailand indonesianvolleyball']","['breaking pbvsi resmi', 'pbvsi resmi panggil', 'resmi panggil beberapa', 'panggil beberapa main', 'beberapa main latih', 'main latih timnas', 'latih timnas voli', 'timnas voli putra', 'voli putra putri', 'putra putri indonesia', 'putri indonesia jalan', 'indonesia jalan pusat', 'jalan pusat latih', 'pusat latih medan', 'latih medan siap', 'medan siap sea', 'siap sea games', 'sea games thailand', 'games thailand indonesianvolleyball']"
"['maaf', 'sudah', 'tidak', 'ngerasain', 'bitter', 'timnas', 'kalah', 'bitterku', 'sepakbola', 'indonesia', 'sudah', 'kuhabisin', 'aff', 'parah', 'dualisme', 'pssi', 'kala', 'cukup', 'tragedi', 'kanjuruhan', 'makin', 'untuk', 'benerbener', 'benci', 'sepakbola', 'tanah', 'air']","['maaf sudah', 'sudah tidak', 'tidak ngerasain', 'ngerasain bitter', 'bitter timnas', 'timnas kalah', 'kalah bitterku', 'bitterku sepakbola', 'sepakbola indonesia', 'indonesia sudah', 'sudah kuhabisin', 'kuhabisin aff', 'aff parah', 'parah dualisme', 'dualisme pssi', 'pssi kala', 'kala cukup', 'cukup tragedi', 'tragedi kanjuruhan', 'kanjuruhan makin', 'makin untuk', 'untuk benerbener', 'benerbener benci', 'benci sepakbola', 'sepakbola tanah', 'tanah air']","['maaf sudah tidak', 'sudah tidak ngerasain', 'tidak ngerasain bitter', 'ngerasain bitter timnas', 'bitter timnas kalah', 'timnas kalah bitterku', 'kalah bitterku sepakbola', 'bitterku sepakbola indonesia', 'sepakbola indonesia sudah', 'indonesia sudah kuhabisin', 'sudah kuhabisin aff', 'kuhabisin aff parah', 'aff parah dualisme', 'parah dualisme pssi', 'dualisme pssi kala', 'pssi kala cukup', 'kala cukup tragedi', 'cukup tragedi kanjuruhan', 'tragedi kanjuruhan makin', 'kanjuruhan makin untuk', 'makin untuk benerbener', 'untuk benerbener benci', 'benerbener benci sepakbola', 'benci sepakbola tanah', 'sepakbola tanah air']"
"['pssi', 'tuju', 'cuma', 'nampang', 'tum', 'bang', 'kalo', 'cuma', 'update', 'fulltime', 'halftime', 'timnas', 'indonesia']","['pssi tuju', 'tuju cuma', 'cuma nampang', 'nampang tum', 'tum bang', 'bang kalo', 'kalo cuma', 'cuma update', 'update fulltime', 'fulltime halftime', 'halftime timnas', 'timnas indonesia']","['pssi tuju cuma', 'tuju cuma nampang', 'cuma nampang tum', 'nampang tum bang', 'tum bang kalo', 'bang kalo cuma', 'kalo cuma update', 'cuma update fulltime', 'update fulltime halftime', 'fulltime halftime timnas', 'halftime timnas indonesia']"
"['prestasi', 'marceng', 'cetak', 'gol', 'gawang', 'saudi', 'jadi', 'tentu', 'timnas', 'lolos', 'round', 'beckham', 'liga', 'indonesia', 'kualitas', 'main', 'liat', 'laga', 'kemaren', 'mau', 'adu', 'apa']","['prestasi marceng', 'marceng cetak', 'cetak gol', 'gol gawang', 'gawang saudi', 'saudi jadi', 'jadi tentu', 'tentu timnas', 'timnas lolos', 'lolos round', 'round beckham', 'beckham liga', 'liga indonesia', 'indonesia kualitas', 'kualitas main', 'main liat', 'liat laga', 'laga kemaren', 'kemaren mau', 'mau adu', 'adu apa']","['prestasi marceng cetak', 'marceng cetak gol', 'cetak gol gawang', 'gol gawang saudi', 'gawang saudi jadi', 'saudi jadi tentu', 'jadi tentu timnas', 'tentu timnas lolos', 'timnas lolos round', 'lolos round beckham', 'round beckham liga', 'beckham liga indonesia', 'liga indonesia kualitas', 'indonesia kualitas main', 'kualitas main liat', 'main liat laga', 'liat laga kemaren', 'laga kemaren mau', 'kemaren mau adu', 'mau adu apa']"
"['kalah', 'arab', 'saudi', 'apa', 'strategi', 'timnas', 'indonesia', 'jelang', 'lawa', 'lewat']","['kalah arab', 'arab saudi', 'saudi apa', 'apa strategi', 'strategi timnas', 'timnas indonesia', 'indonesia jelang', 'jelang lawa', 'lawa lewat']","['kalah arab saudi', 'arab saudi apa', 'saudi apa strategi', 'apa strategi timnas', 'strategi timnas indonesia', 'timnas indonesia jelang', 'indonesia jelang lawa', 'jelang lawa lewat']"
"['fakta', 'bicara', 'main', 'bina', 'baya', 'pernah', 'mjd', 'pahlawan', 'timnas', 'ernando', 'jadi', 'pahlawan', 'adu', 'pinalti', 'korea', 'piala', 'asia', 'marcelino', 'jadi', 'hero', 'tunduk', 'arab', 'saudi', 'gbk', 'surabaya', 'untuk', 'indonesia', 'wani']","['fakta bicara', 'bicara main', 'main bina', 'bina baya', 'baya pernah', 'pernah mjd', 'mjd pahlawan', 'pahlawan timnas', 'timnas ernando', 'ernando jadi', 'jadi pahlawan', 'pahlawan adu', 'adu pinalti', 'pinalti korea', 'korea piala', 'piala asia', 'asia marcelino', 'marcelino jadi', 'jadi hero', 'hero tunduk', 'tunduk arab', 'arab saudi', 'saudi gbk', 'gbk surabaya', 'surabaya untuk', 'untuk indonesia', 'indonesia wani']","['fakta bicara main', 'bicara main bina', 'main bina baya', 'bina baya pernah', 'baya pernah mjd', 'pernah mjd pahlawan', 'mjd pahlawan timnas', 'pahlawan timnas ernando', 'timnas ernando jadi', 'ernando jadi pahlawan', 'jadi pahlawan adu', 'pahlawan adu pinalti', 'adu pinalti korea', 'pinalti korea piala', 'korea piala asia', 'piala asia marcelino', 'asia marcelino jadi', 'marcelino jadi hero', 'jadi hero tunduk', 'hero tunduk arab', 'tunduk arab saudi', 'arab saudi gbk', 'saudi gbk surabaya', 'gbk surabaya untuk', 'surabaya untuk indonesia', 'untuk indonesia wani']"
"['timnas', 'indonesia', 'peluang', 'piala', 'dunia', 'meski', 'kalah', 'arab', 'saudi']","['timnas indonesia', 'indonesia peluang', 'peluang piala', 'piala dunia', 'dunia meski', 'meski kalah', 'kalah arab', 'arab saudi']","['timnas indonesia peluang', 'indonesia peluang piala', 'peluang piala dunia', 'piala dunia meski', 'dunia meski kalah', 'meski kalah arab', 'kalah arab saudi']"
"['diplomasi', 'sepak', 'bola', 'menlu', 'belanda', 'minta', 'maaf', 'garagara', 'timnas', 'indonesia', 'kalah', 'patrick', 'kluivert', 'gagal', 'menang', 'netijen', 'wah', 'level', 'minta', 'maaf', 'international', 'unikbanget', 'timnasind', 'sepakbola']","['diplomasi sepak', 'sepak bola', 'bola menlu', 'menlu belanda', 'belanda minta', 'minta maaf', 'maaf garagara', 'garagara timnas', 'timnas indonesia', 'indonesia kalah', 'kalah patrick', 'patrick kluivert', 'kluivert gagal', 'gagal menang', 'menang netijen', 'netijen wah', 'wah level', 'level minta', 'minta maaf', 'maaf international', 'international unikbanget', 'unikbanget timnasind', 'timnasind sepakbola']","['diplomasi sepak bola', 'sepak bola menlu', 'bola menlu belanda', 'menlu belanda minta', 'belanda minta maaf', 'minta maaf garagara', 'maaf garagara timnas', 'garagara timnas indonesia', 'timnas indonesia kalah', 'indonesia kalah patrick', 'kalah patrick kluivert', 'patrick kluivert gagal', 'kluivert gagal menang', 'gagal menang netijen', 'menang netijen wah', 'netijen wah level', 'wah level minta', 'level minta maaf', 'minta maaf international', 'maaf international unikbanget', 'international unikbanget timnasind', 'unikbanget timnasind sepakbola']"
"['timnas', 'indonesia', 'kalah', 'tipis', 'arab', 'saudi', 'kualifikasi', 'piala', 'dunia']","['timnas indonesia', 'indonesia kalah', 'kalah tipis', 'tipis arab', 'arab saudi', 'saudi kualifikasi', 'kualifikasi piala', 'piala dunia']","['timnas indonesia kalah', 'indonesia kalah tipis', 'kalah tipis arab', 'tipis arab saudi', 'arab saudi kualifikasi', 'saudi kualifikasi piala', 'kualifikasi piala dunia']"
"['timnas', 'indonesia', 'aku', 'unggul', 'arab', 'saudi', 'skor', 'tipis', 'laga', 'kualifikasi', 'piala', 'dunia', 'zona', 'asia', 'stadion', 'king', 'abdullah', 'sports', 'city', 'jeddah', 'kamis', 'dini', 'hari', 'waktu', 'indonesia']","['timnas indonesia', 'indonesia aku', 'aku unggul', 'unggul arab', 'arab saudi', 'saudi skor', 'skor tipis', 'tipis laga', 'laga kualifikasi', 'kualifikasi piala', 'piala dunia', 'dunia zona', 'zona asia', 'asia stadion', 'stadion king', 'king abdullah', 'abdullah sports', 'sports city', 'city jeddah', 'jeddah kamis', 'kamis dini', 'dini hari', 'hari waktu', 'waktu indonesia']","['timnas indonesia aku', 'indonesia aku unggul', 'aku unggul arab', 'unggul arab saudi', 'arab saudi skor', 'saudi skor tipis', 'skor tipis laga', 'tipis laga kualifikasi', 'laga kualifikasi piala', 'kualifikasi piala dunia', 'piala dunia zona', 'dunia zona asia', 'zona asia stadion', 'asia stadion king', 'stadion king abdullah', 'king abdullah sports', 'abdullah sports city', 'sports city jeddah', 'city jeddah kamis', 'jeddah kamis dini', 'kamis dini hari', 'dini hari waktu', 'hari waktu indonesia']"
"['resmi', 'shin', 'taeyong', 'rupa', 'latih', 'baik', 'sejarah', 'timnas', 'indonesia', 'detikpontianak', 'pssi', 'bola', 'indonesia', 'timnas']","['resmi shin', 'shin taeyong', 'taeyong rupa', 'rupa latih', 'latih baik', 'baik sejarah', 'sejarah timnas', 'timnas indonesia', 'indonesia detikpontianak', 'detikpontianak pssi', 'pssi bola', 'bola indonesia', 'indonesia timnas']","['resmi shin taeyong', 'shin taeyong rupa', 'taeyong rupa latih', 'rupa latih baik', 'latih baik sejarah', 'baik sejarah timnas', 'sejarah timnas indonesia', 'timnas indonesia detikpontianak', 'indonesia detikpontianak pssi', 'detikpontianak pssi bola', 'pssi bola indonesia', 'bola indonesia timnas']"
"['edar', 'pasar', 'gelap', 'tiket', 'timnas', 'indonesia', 'arab', 'saudi', 'blokir']","['edar pasar', 'pasar gelap', 'gelap tiket', 'tiket timnas', 'timnas indonesia', 'indonesia arab', 'arab saudi', 'saudi blokir']","['edar pasar gelap', 'pasar gelap tiket', 'gelap tiket timnas', 'tiket timnas indonesia', 'timnas indonesia arab', 'indonesia arab saudi', 'arab saudi blokir']"
"['eksklusif', 'raut', 'kecewa', 'patrick', 'kluivert', 'usai', 'timnas', 'indonesia', 'tumbang', 'arab', 'saudi']","['eksklusif raut', 'raut kecewa', 'kecewa patrick', 'patrick kluivert', 'kluivert usai', 'usai timnas', 'timnas indonesia', 'indonesia tumbang', 'tumbang arab', 'arab saudi']","['eksklusif raut kecewa', 'raut kecewa patrick', 'kecewa patrick kluivert', 'patrick kluivert usai', 'kluivert usai timnas', 'usai timnas indonesia', 'timnas indonesia tumbang', 'indonesia tumbang arab', 'tumbang arab saudi']"
"['kalah', 'timnas', 'indonesia', 'arab', 'saudi', 'jadi', 'sorot', 'tajam', 'media', 'vietnam', 'thethao', 'nilai', 'hasil', 'sebut', 'tunjuk', 'mantan', 'latih', 'garuda', 'shin', 'taeyong', 'lebih', 'baik', 'banding', 'juru', 'taktik', 'baru', 'patrick', 'kluivert', 'patrickkluivert', 'sepakbola', 'bolaindo']","['kalah timnas', 'timnas indonesia', 'indonesia arab', 'arab saudi', 'saudi jadi', 'jadi sorot', 'sorot tajam', 'tajam media', 'media vietnam', 'vietnam thethao', 'thethao nilai', 'nilai hasil', 'hasil sebut', 'sebut tunjuk', 'tunjuk mantan', 'mantan latih', 'latih garuda', 'garuda shin', 'shin taeyong', 'taeyong lebih', 'lebih baik', 'baik banding', 'banding juru', 'juru taktik', 'taktik baru', 'baru patrick', 'patrick kluivert', 'kluivert patrickkluivert', 'patrickkluivert sepakbola', 'sepakbola bolaindo']","['kalah timnas indonesia', 'timnas indonesia arab', 'indonesia arab saudi', 'arab saudi jadi', 'saudi jadi sorot', 'jadi sorot tajam', 'sorot tajam media', 'tajam media vietnam', 'media vietnam thethao', 'vietnam thethao nilai', 'thethao nilai hasil', 'nilai hasil sebut', 'hasil sebut tunjuk', 'sebut tunjuk mantan', 'tunjuk mantan latih', 'mantan latih garuda', 'latih garuda shin', 'garuda shin taeyong', 'shin taeyong lebih', 'taeyong lebih baik', 'lebih baik banding', 'baik banding juru', 'banding juru taktik', 'juru taktik baru', 'taktik baru patrick', 'baru patrick kluivert', 'patrick kluivert patrickkluivert', 'kluivert patrickkluivert sepakbola', 'patrickkluivert sepakbola bolaindo']"
